state,date,biometric,demographic,enrolment,total
Goa,2025-09-16,269.0,519.0,42.0,830.0
Goa,2025-09-17,323.0,296.0,55.0,674.0
Goa,2025-09-18,323.0,407.0,45.0,775.0
Goa,2025-09-19,268.0,324.0,48.0,640.0
Goa,2025-09-20,179.0,161.0,13.0,353.0
Goa,2025-10-13,3.0,155.0,35.0,193.0
Goa,2025-10-15,146.0,405.0,38.0,589.0
Goa,2025-10-16,296.0,423.0,8.0,727.0
Goa,2025-10-17,470.0,365.0,35.0,870.0
Goa,2025-10-18,390.0,73.0,35.0,498.0
Goa,2025-10-19,309.0,107.0,33.0,449.0
Goa,2025-10-20,14.0,47.0,4.0,65.0
Goa,2025-10-21,20.0,78.0,0.0,98.0
Goa,2025-10-22,1.0,24.0,1.0,26.0
Goa,2025-10-23,15.0,25.0,1.0,41.0
Goa,2025-10-24,401.0,452.0,34.0,887.0
Goa,2025-10-25,746.0,350.0,33.0,1129.0
Goa,2025-10-26,540.0,268.0,27.0,835.0
Goa,2025-10-27,289.0,74.0,26.0,389.0
Goa,2025-10-28,248.0,179.0,15.0,442.0
Goa,2025-10-29,373.0,363.0,8.0,744.0
Goa,2025-10-30,620.0,174.0,55.0,849.0
Goa,2025-10-31,787.0,622.0,44.0,1453.0
Goa,2025-11-01,416.0,347.0,30.0,793.0
Goa,2025-11-02,207.0,140.0,14.0,361.0
Goa,2025-11-03,345.0,366.0,9.0,720.0
Goa,2025-11-04,489.0,432.0,1.0,922.0
Goa,2025-11-05,384.0,333.0,54.0,771.0
Goa,2025-11-06,483.0,589.0,29.0,1101.0
Goa,2025-11-07,449.0,449.0,25.0,923.0
Goa,2025-11-08,381.0,366.0,54.0,801.0
Goa,2025-11-09,194.0,163.0,25.0,382.0
Goa,2025-11-10,530.0,446.0,19.0,995.0
Goa,2025-11-11,520.0,288.0,30.0,838.0
Goa,2025-11-12,602.0,327.0,29.0,958.0
Goa,2025-11-13,401.0,159.0,43.0,603.0
Goa,2025-11-14,392.0,353.0,62.0,807.0
Goa,2025-11-15,293.0,278.0,49.0,620.0
Goa,2025-11-16,212.0,235.0,29.0,476.0
Goa,2025-11-17,307.0,298.0,6.0,611.0
Goa,2025-11-18,578.0,260.0,51.0,889.0
Goa,2025-11-19,251.0,391.0,62.0,704.0
Goa,2025-11-25,966.0,181.0,45.0,1192.0
Goa,2025-12-15,299.0,207.0,32.0,538.0
Goa,2025-12-22,0.0,169.0,17.0,186.0
Goa,2025-12-23,0.0,655.0,31.0,686.0
Goa,2025-12-25,574.0,91.0,26.0,691.0
Goa,2025-12-26,374.0,400.0,15.0,789.0
Goa,2025-12-27,361.0,323.0,45.0,729.0
Goa,2025-12-28,19.0,213.0,11.0,243.0
Goa,2025-12-29,390.0,268.0,23.0,681.0
Gujarat,2025-04-01,374310.0,72610.0,27846.0,474766.0
Gujarat,2025-05-01,452907.0,130821.0,14294.0,598022.0
Gujarat,2025-06-01,437361.0,67427.0,12224.0,517012.0
Gujarat,2025-07-01,541874.0,89482.0,60833.0,692189.0
Gujarat,2025-09-01,18974.0,13367.0,3633.0,35974.0
Gujarat,2025-09-02,13740.0,19279.0,3551.0,36570.0
Gujarat,2025-09-03,15285.0,13271.0,3348.0,31904.0
Gujarat,2025-09-04,13652.0,12181.0,2393.0,28226.0
Gujarat,2025-09-05,804.0,3967.0,173.0,4944.0
Gujarat,2025-09-06,9917.0,9077.0,1652.0,20646.0
Gujarat,2025-09-07,566.0,1001.0,89.0,1656.0
Gujarat,2025-09-08,16009.0,15643.0,2854.0,34506.0
Gujarat,2025-09-09,17323.0,17502.0,3338.0,38163.0
Gujarat,2025-09-10,18013.0,18528.0,3923.0,40464.0
Gujarat,2025-09-11,18375.0,18041.0,3737.0,40153.0
Gujarat,2025-09-12,18322.0,14441.0,3573.0,36336.0
Gujarat,2025-09-13,7828.0,8631.0,1378.0,17837.0
Gujarat,2025-09-14,1212.0,2013.0,211.0,3436.0
Gujarat,2025-09-15,19186.0,18608.0,2339.0,40133.0
Gujarat,2025-09-16,19203.0,18704.0,2775.0,40682.0
Gujarat,2025-09-17,17945.0,10432.0,2841.0,31218.0
Gujarat,2025-09-18,17221.0,12429.0,2492.0,32142.0
Gujarat,2025-09-19,16946.0,13404.0,2678.0,33028.0
Gujarat,2025-09-20,14963.0,9311.0,2103.0,26377.0
Gujarat,2025-10-13,98.0,4381.0,4332.0,8811.0
Gujarat,2025-10-15,9473.0,19635.0,2595.0,31703.0
Gujarat,2025-10-16,9396.0,17775.0,1265.0,28436.0
Gujarat,2025-10-17,8899.0,12673.0,2653.0,24225.0
Gujarat,2025-10-18,6303.0,1895.0,1368.0,9566.0
Gujarat,2025-10-19,6198.0,3694.0,1458.0,11350.0
Gujarat,2025-10-20,499.0,2743.0,122.0,3364.0
Gujarat,2025-10-21,217.0,1212.0,586.0,2015.0
Gujarat,2025-10-22,10.0,278.0,41.0,329.0
Gujarat,2025-10-23,28.0,769.0,97.0,894.0
Gujarat,2025-10-24,8755.0,8432.0,1091.0,18278.0
Gujarat,2025-10-25,4971.0,2850.0,350.0,8171.0
Gujarat,2025-10-26,3573.0,3471.0,333.0,7377.0
Gujarat,2025-10-27,2634.0,2204.0,252.0,5090.0
Gujarat,2025-10-28,3056.0,5204.0,325.0,8585.0
Gujarat,2025-10-29,4075.0,9409.0,263.0,13747.0
Gujarat,2025-10-30,9208.0,5855.0,2683.0,17746.0
Gujarat,2025-10-31,11557.0,10553.0,1805.0,23915.0
Gujarat,2025-11-01,25861.0,9629.0,283.0,35773.0
Gujarat,2025-11-02,6257.0,5122.0,3251.0,14630.0
Gujarat,2025-11-03,12277.0,13339.0,851.0,26467.0
Gujarat,2025-11-04,14079.0,14137.0,7.0,28223.0
Gujarat,2025-11-05,8054.0,8543.0,1712.0,18309.0
Gujarat,2025-11-06,10519.0,18750.0,1097.0,30366.0
Gujarat,2025-11-07,25616.0,16539.0,1452.0,43607.0
Gujarat,2025-11-08,9633.0,14727.0,2398.0,26758.0
Gujarat,2025-11-09,2405.0,4024.0,2502.0,8931.0
Gujarat,2025-11-10,12930.0,11264.0,1766.0,25960.0
Gujarat,2025-11-11,6402.0,9712.0,1821.0,17935.0
Gujarat,2025-11-12,16156.0,12266.0,2497.0,30919.0
Gujarat,2025-11-13,7731.0,5470.0,1967.0,15168.0
Gujarat,2025-11-14,21416.0,9569.0,3531.0,34516.0
Gujarat,2025-11-15,8327.0,12501.0,6014.0,26842.0
Gujarat,2025-11-16,2926.0,7463.0,3834.0,14223.0
Gujarat,2025-11-17,7896.0,10173.0,2144.0,20213.0
Gujarat,2025-11-18,13093.0,11209.0,4360.0,28662.0
Gujarat,2025-11-19,23940.0,14579.0,5484.0,44003.0
Gujarat,2025-11-25,17571.0,4079.0,2863.0,24513.0
Gujarat,2025-12-15,10713.0,12055.0,4794.0,27562.0
Gujarat,2025-12-22,4.0,8863.0,4809.0,13676.0
Gujarat,2025-12-23,8.0,24315.0,3679.0,28002.0
Gujarat,2025-12-25,20729.0,7918.0,2709.0,31356.0
Gujarat,2025-12-26,21307.0,20028.0,1605.0,42940.0
Gujarat,2025-12-27,13432.0,18614.0,1388.0,33434.0
Gujarat,2025-12-28,7511.0,9646.0,833.0,17990.0
Gujarat,2025-12-29,9119.0,10680.0,2934.0,22733.0
Haryana,2025-04-01,216642.0,126593.0,2328.0,345563.0
Haryana,2025-05-01,170812.0,114481.0,3696.0,288989.0
Haryana,2025-06-01,165272.0,111319.0,7641.0,284232.0
Haryana,2025-07-01,267325.0,144532.0,6752.0,418609.0
Haryana,2025-09-01,8236.0,5365.0,1079.0,14680.0
Haryana,2025-09-02,7004.0,5611.0,885.0,13500.0
Haryana,2025-09-03,7463.0,4870.0,942.0,13275.0
Haryana,2025-09-04,7116.0,4116.0,802.0,12034.0
Haryana,2025-09-05,7850.0,4829.0,1047.0,13726.0
Haryana,2025-09-06,5014.0,2671.0,928.0,8613.0
Haryana,2025-09-07,352.0,1090.0,156.0,1598.0
Haryana,2025-09-08,9706.0,7001.0,1489.0,18196.0
Haryana,2025-09-09,9667.0,5838.0,1525.0,17030.0
Haryana,2025-09-10,7486.0,8321.0,1388.0,17195.0
Haryana,2025-09-11,8964.0,5761.0,1041.0,15766.0
Haryana,2025-09-12,8909.0,5220.0,1222.0,15351.0
Haryana,2025-09-13,4737.0,3895.0,629.0,9261.0
Haryana,2025-09-14,463.0,1487.0,161.0,2111.0
Haryana,2025-09-15,8730.0,7304.0,976.0,17010.0
Haryana,2025-09-16,9236.0,6094.0,1089.0,16419.0
Haryana,2025-09-17,8920.0,3990.0,1155.0,14065.0
Haryana,2025-09-18,8842.0,4087.0,929.0,13858.0
Haryana,2025-09-19,9133.0,5103.0,982.0,15218.0
Haryana,2025-09-20,5837.0,3202.0,585.0,9624.0
Haryana,2025-10-13,54.0,2215.0,1238.0,3507.0
Haryana,2025-10-15,7824.0,8241.0,1017.0,17082.0
Haryana,2025-10-16,9161.0,8589.0,444.0,18194.0
Haryana,2025-10-17,8635.0,4709.0,2013.0,15357.0
Haryana,2025-10-18,8567.0,1258.0,1229.0,11054.0
Haryana,2025-10-19,6107.0,3316.0,950.0,10373.0
Haryana,2025-10-20,160.0,1044.0,148.0,1352.0
Haryana,2025-10-21,319.0,1538.0,48.0,1905.0
Haryana,2025-10-22,30.0,331.0,0.0,361.0
Haryana,2025-10-23,344.0,598.0,1.0,943.0
Haryana,2025-10-24,6245.0,6963.0,654.0,13862.0
Haryana,2025-10-25,6666.0,5049.0,1060.0,12775.0
Haryana,2025-10-26,13373.0,5352.0,583.0,19308.0
Haryana,2025-10-27,9140.0,2910.0,589.0,12639.0
Haryana,2025-10-28,6032.0,4965.0,881.0,11878.0
Haryana,2025-10-29,8755.0,6681.0,535.0,15971.0
Haryana,2025-10-30,6472.0,6047.0,3303.0,15822.0
Haryana,2025-10-31,10109.0,8407.0,1514.0,20030.0
Haryana,2025-11-01,7996.0,5296.0,347.0,13639.0
Haryana,2025-11-02,10629.0,3951.0,1751.0,16331.0
Haryana,2025-11-03,10782.0,7882.0,630.0,19294.0
Haryana,2025-11-04,2936.0,5579.0,22.0,8537.0
Haryana,2025-11-05,5539.0,3643.0,1347.0,10529.0
Haryana,2025-11-06,14736.0,11358.0,896.0,26990.0
Haryana,2025-11-07,7114.0,6779.0,848.0,14741.0
Haryana,2025-11-08,5597.0,6875.0,1117.0,13589.0
Haryana,2025-11-09,6616.0,2356.0,1032.0,10004.0
Haryana,2025-11-10,9391.0,5908.0,1246.0,16545.0
Haryana,2025-11-11,9655.0,5639.0,894.0,16188.0
Haryana,2025-11-12,6173.0,5361.0,639.0,12173.0
Haryana,2025-11-13,7926.0,2516.0,700.0,11142.0
Haryana,2025-11-14,5507.0,5534.0,1142.0,12183.0
Haryana,2025-11-15,4959.0,5166.0,4165.0,14290.0
Haryana,2025-11-16,10369.0,2928.0,1150.0,14447.0
Haryana,2025-11-17,9935.0,4737.0,516.0,15188.0
Haryana,2025-11-18,8447.0,6895.0,1272.0,16614.0
Haryana,2025-11-19,4396.0,9155.0,3141.0,16692.0
Haryana,2025-11-25,17053.0,1964.0,847.0,19864.0
Haryana,2025-12-15,8773.0,5291.0,2633.0,16697.0
Haryana,2025-12-22,0.0,4399.0,2508.0,6907.0
Haryana,2025-12-23,5.0,11443.0,1155.0,12603.0
Haryana,2025-12-25,10834.0,3628.0,821.0,15283.0
Haryana,2025-12-26,11096.0,9185.0,1060.0,21341.0
Haryana,2025-12-27,10460.0,10162.0,1542.0,22164.0
Haryana,2025-12-28,1832.0,4349.0,952.0,7133.0
Haryana,2025-12-29,7627.0,3391.0,849.0,11867.0
Himachal Pradesh,2025-04-01,52041.0,1858.0,0.0,53899.0
Himachal Pradesh,2025-05-01,32054.0,1136.0,0.0,33190.0
Himachal Pradesh,2025-06-01,38939.0,3888.0,0.0,42827.0
Himachal Pradesh,2025-07-01,48414.0,827.0,114.0,49355.0
Himachal Pradesh,2025-09-01,1225.0,1771.0,110.0,3106.0
Himachal Pradesh,2025-09-02,1046.0,1601.0,90.0,2737.0
Himachal Pradesh,2025-09-03,902.0,1238.0,121.0,2261.0
Himachal Pradesh,2025-09-04,1277.0,1306.0,124.0,2707.0
Himachal Pradesh,2025-09-05,1443.0,1807.0,225.0,3475.0
Himachal Pradesh,2025-09-06,1171.0,1322.0,217.0,2710.0
Himachal Pradesh,2025-09-07,61.0,161.0,20.0,242.0
Himachal Pradesh,2025-09-08,1557.0,3161.0,322.0,5040.0
Himachal Pradesh,2025-09-09,1669.0,2598.0,351.0,4618.0
Himachal Pradesh,2025-09-10,1433.0,3359.0,327.0,5119.0
Himachal Pradesh,2025-09-11,1897.0,2024.0,229.0,4150.0
Himachal Pradesh,2025-09-12,2115.0,2240.0,255.0,4610.0
Himachal Pradesh,2025-09-13,828.0,1293.0,112.0,2233.0
Himachal Pradesh,2025-09-14,33.0,186.0,14.0,233.0
Himachal Pradesh,2025-09-15,2123.0,2943.0,198.0,5264.0
Himachal Pradesh,2025-09-16,1523.0,1656.0,168.0,3347.0
Himachal Pradesh,2025-09-17,2255.0,1945.0,262.0,4462.0
Himachal Pradesh,2025-09-18,2219.0,1770.0,178.0,4167.0
Himachal Pradesh,2025-09-19,2405.0,1779.0,194.0,4378.0
Himachal Pradesh,2025-09-20,2542.0,1317.0,158.0,4017.0
Himachal Pradesh,2025-10-13,2.0,468.0,194.0,664.0
Himachal Pradesh,2025-10-15,3329.0,1514.0,237.0,5080.0
Himachal Pradesh,2025-10-16,3415.0,1594.0,119.0,5128.0
Himachal Pradesh,2025-10-17,3277.0,1309.0,426.0,5012.0
Himachal Pradesh,2025-10-18,3072.0,354.0,354.0,3780.0
Himachal Pradesh,2025-10-19,2211.0,701.0,274.0,3186.0
Himachal Pradesh,2025-10-20,104.0,232.0,42.0,378.0
Himachal Pradesh,2025-10-21,130.0,258.0,7.0,395.0
Himachal Pradesh,2025-10-22,19.0,45.0,1.0,65.0
Himachal Pradesh,2025-10-23,123.0,94.0,5.0,222.0
Himachal Pradesh,2025-10-24,2468.0,1880.0,271.0,4619.0
Himachal Pradesh,2025-10-25,1990.0,1262.0,363.0,3615.0
Himachal Pradesh,2025-10-26,3865.0,972.0,128.0,4965.0
Himachal Pradesh,2025-10-27,3039.0,483.0,128.0,3650.0
Himachal Pradesh,2025-10-28,1744.0,1033.0,222.0,2999.0
Himachal Pradesh,2025-10-29,2560.0,1290.0,153.0,4003.0
Himachal Pradesh,2025-10-30,1823.0,1082.0,769.0,3674.0
Himachal Pradesh,2025-10-31,2875.0,1247.0,306.0,4428.0
Himachal Pradesh,2025-11-01,2755.0,1190.0,79.0,4024.0
Himachal Pradesh,2025-11-02,4438.0,459.0,453.0,5350.0
Himachal Pradesh,2025-11-03,4097.0,1062.0,161.0,5320.0
Himachal Pradesh,2025-11-04,571.0,848.0,11.0,1430.0
Himachal Pradesh,2025-11-05,2033.0,418.0,282.0,2733.0
Himachal Pradesh,2025-11-06,5351.0,2000.0,188.0,7539.0
Himachal Pradesh,2025-11-07,2627.0,1176.0,223.0,4026.0
Himachal Pradesh,2025-11-08,1583.0,839.0,262.0,2684.0
Himachal Pradesh,2025-11-09,2037.0,254.0,266.0,2557.0
Himachal Pradesh,2025-11-10,2791.0,1253.0,286.0,4330.0
Himachal Pradesh,2025-11-11,2557.0,1050.0,251.0,3858.0
Himachal Pradesh,2025-11-12,1975.0,1384.0,147.0,3506.0
Himachal Pradesh,2025-11-13,2422.0,473.0,181.0,3076.0
Himachal Pradesh,2025-11-14,1321.0,829.0,173.0,2323.0
Himachal Pradesh,2025-11-15,1462.0,1254.0,869.0,3585.0
Himachal Pradesh,2025-11-16,3429.0,323.0,294.0,4046.0
Himachal Pradesh,2025-11-17,3387.0,903.0,134.0,4424.0
Himachal Pradesh,2025-11-18,2308.0,1534.0,248.0,4090.0
Himachal Pradesh,2025-11-19,1218.0,1631.0,732.0,3581.0
Himachal Pradesh,2025-11-25,6438.0,387.0,340.0,7165.0
Himachal Pradesh,2025-12-15,1569.0,1299.0,397.0,3265.0
Himachal Pradesh,2025-12-22,0.0,880.0,527.0,1407.0
Himachal Pradesh,2025-12-23,2.0,2402.0,245.0,2649.0
Himachal Pradesh,2025-12-25,2147.0,484.0,142.0,2773.0
Himachal Pradesh,2025-12-26,2501.0,1861.0,225.0,4587.0
Himachal Pradesh,2025-12-27,2075.0,1890.0,368.0,4333.0
Himachal Pradesh,2025-12-28,632.0,604.0,206.0,1442.0
Himachal Pradesh,2025-12-29,1683.0,793.0,153.0,2629.0
Jaipur,2025-12-26,0.0,2.0,0.0,2.0
Jammu & Kashmir,2025-09-01,2.0,6.0,1.0,9.0
Jammu & Kashmir,2025-09-02,3.0,5.0,3.0,11.0
Jammu & Kashmir,2025-09-03,5.0,6.0,0.0,11.0
Jammu & Kashmir,2025-09-04,7.0,7.0,3.0,17.0
Jammu & Kashmir,2025-09-05,2.0,2.0,0.0,4.0
Jammu & Kashmir,2025-09-06,6.0,5.0,4.0,15.0
Jammu & Kashmir,2025-09-08,4.0,7.0,0.0,11.0
Jammu & Kashmir,2025-09-09,11.0,0.0,3.0,14.0
Jammu & Kashmir,2025-09-10,2.0,8.0,2.0,12.0
Jammu & Kashmir,2025-09-11,6.0,7.0,1.0,14.0
Jammu & Kashmir,2025-09-12,5.0,4.0,2.0,11.0
Jammu & Kashmir,2025-09-13,5.0,5.0,4.0,14.0
Jammu & Kashmir,2025-09-14,2.0,1.0,0.0,3.0
Jammu & Kashmir,2025-09-15,6.0,5.0,0.0,11.0
Jammu & Kashmir,2025-09-16,4.0,6.0,3.0,13.0
Jammu & Kashmir,2025-09-17,5.0,5.0,3.0,13.0
Jammu & Kashmir,2025-09-18,7.0,8.0,0.0,15.0
Jammu & Kashmir,2025-09-19,4.0,5.0,3.0,12.0
Jammu & Kashmir,2025-09-20,9.0,6.0,1.0,16.0
Jammu & Kashmir,2025-10-13,0.0,2.0,3.0,5.0
Jammu & Kashmir,2025-10-15,12.0,4.0,3.0,19.0
Jammu & Kashmir,2025-10-16,6.0,6.0,3.0,15.0
Jammu & Kashmir,2025-10-17,7.0,3.0,4.0,14.0
Jammu & Kashmir,2025-10-18,6.0,3.0,2.0,11.0
Jammu & Kashmir,2025-10-19,5.0,11.0,5.0,21.0
Jammu & Kashmir,2025-10-20,0.0,0.0,1.0,1.0
Jammu & Kashmir,2025-10-21,0.0,1.0,0.0,1.0
Jammu & Kashmir,2025-10-23,1.0,0.0,0.0,1.0
Jammu & Kashmir,2025-10-24,4.0,3.0,2.0,9.0
Jammu & Kashmir,2025-10-25,12.0,4.0,2.0,18.0
Jammu & Kashmir,2025-10-26,7.0,4.0,1.0,12.0
Jammu & Kashmir,2025-10-27,7.0,3.0,0.0,10.0
Jammu & Kashmir,2025-10-28,6.0,2.0,3.0,11.0
Jammu & Kashmir,2025-10-29,5.0,3.0,1.0,9.0
Jammu & Kashmir,2025-10-30,5.0,2.0,3.0,10.0
Jammu & Kashmir,2025-10-31,9.0,6.0,0.0,15.0
Jammu & Kashmir,2025-11-01,8.0,1.0,1.0,10.0
Jammu & Kashmir,2025-11-02,4.0,0.0,2.0,6.0
Jammu & Kashmir,2025-11-03,5.0,2.0,1.0,8.0
Jammu & Kashmir,2025-11-04,7.0,8.0,0.0,15.0
Jammu & Kashmir,2025-11-05,5.0,1.0,4.0,10.0
Jammu & Kashmir,2025-11-06,5.0,14.0,1.0,20.0
Jammu & Kashmir,2025-11-07,4.0,2.0,2.0,8.0
Jammu & Kashmir,2025-11-08,7.0,7.0,2.0,16.0
Jammu & Kashmir,2025-11-09,4.0,0.0,1.0,5.0
Jammu & Kashmir,2025-11-10,4.0,6.0,4.0,14.0
Jammu & Kashmir,2025-11-11,5.0,11.0,3.0,19.0
Jammu & Kashmir,2025-11-12,5.0,6.0,2.0,13.0
Jammu & Kashmir,2025-11-13,6.0,3.0,1.0,10.0
Jammu & Kashmir,2025-11-14,6.0,6.0,0.0,12.0
Jammu & Kashmir,2025-11-15,3.0,7.0,7.0,17.0
Jammu & Kashmir,2025-11-16,2.0,2.0,1.0,5.0
Jammu & Kashmir,2025-11-17,13.0,4.0,1.0,18.0
Jammu & Kashmir,2025-11-18,8.0,4.0,2.0,14.0
Jammu & Kashmir,2025-11-19,3.0,11.0,5.0,19.0
Jammu & Kashmir,2025-11-25,12.0,7.0,5.0,24.0
Jammu & Kashmir,2025-12-15,1.0,2.0,7.0,10.0
Jammu & Kashmir,2025-12-22,0.0,5.0,6.0,11.0
Jammu & Kashmir,2025-12-23,0.0,12.0,2.0,14.0
Jammu & Kashmir,2025-12-25,4.0,1.0,1.0,6.0
Jammu & Kashmir,2025-12-26,4.0,8.0,1.0,13.0
Jammu & Kashmir,2025-12-27,7.0,7.0,7.0,21.0
Jammu & Kashmir,2025-12-28,1.0,2.0,3.0,6.0
Jammu & Kashmir,2025-12-29,3.0,1.0,1.0,5.0
Jammu And Kashmir,2025-07-01,0.0,0.0,950.0,950.0
Jammu and Kashmir,2025-04-01,89932.0,47713.0,211.0,137856.0
Jammu and Kashmir,2025-05-01,77298.0,20528.0,268.0,98094.0
Jammu and Kashmir,2025-06-01,79215.0,13108.0,0.0,92323.0
Jammu and Kashmir,2025-07-01,102251.0,25589.0,0.0,127840.0
Jammu and Kashmir,2025-09-01,3449.0,2909.0,786.0,7144.0
Jammu and Kashmir,2025-09-02,2801.0,2824.0,579.0,6204.0
Jammu and Kashmir,2025-09-03,1387.0,1216.0,281.0,2884.0
Jammu and Kashmir,2025-09-04,2670.0,1519.0,444.0,4633.0
Jammu and Kashmir,2025-09-05,1660.0,1309.0,375.0,3344.0
Jammu and Kashmir,2025-09-06,1711.0,1437.0,442.0,3590.0
Jammu and Kashmir,2025-09-07,169.0,191.0,33.0,393.0
Jammu and Kashmir,2025-09-08,2704.0,3647.0,671.0,7022.0
Jammu and Kashmir,2025-09-09,3551.0,2981.0,713.0,7245.0
Jammu and Kashmir,2025-09-10,2585.0,3690.0,681.0,6956.0
Jammu and Kashmir,2025-09-11,2824.0,1903.0,499.0,5226.0
Jammu and Kashmir,2025-09-12,815.0,850.0,213.0,1878.0
Jammu and Kashmir,2025-09-13,3003.0,2600.0,611.0,6214.0
Jammu and Kashmir,2025-09-14,308.0,227.0,62.0,597.0
Jammu and Kashmir,2025-09-15,3089.0,2961.0,473.0,6523.0
Jammu and Kashmir,2025-09-16,3184.0,2351.0,521.0,6056.0
Jammu and Kashmir,2025-09-17,3381.0,2381.0,544.0,6306.0
Jammu and Kashmir,2025-09-18,3172.0,1964.0,479.0,5615.0
Jammu and Kashmir,2025-09-19,3391.0,1379.0,558.0,5328.0
Jammu and Kashmir,2025-09-20,3359.0,1301.0,513.0,5173.0
Jammu and Kashmir,2025-10-13,33.0,951.0,870.0,1854.0
Jammu and Kashmir,2025-10-15,4328.0,2835.0,607.0,7770.0
Jammu and Kashmir,2025-10-16,4358.0,3296.0,369.0,8023.0
Jammu and Kashmir,2025-10-17,5789.0,2403.0,1300.0,9492.0
Jammu and Kashmir,2025-10-18,4875.0,896.0,673.0,6444.0
Jammu and Kashmir,2025-10-19,5535.0,2168.0,838.0,8541.0
Jammu and Kashmir,2025-10-20,688.0,1052.0,342.0,2082.0
Jammu and Kashmir,2025-10-21,348.0,336.0,81.0,765.0
Jammu and Kashmir,2025-10-22,39.0,114.0,4.0,157.0
Jammu and Kashmir,2025-10-23,103.0,165.0,4.0,272.0
Jammu and Kashmir,2025-10-24,3418.0,3991.0,474.0,7883.0
Jammu and Kashmir,2025-10-25,7459.0,2758.0,842.0,11059.0
Jammu and Kashmir,2025-10-26,7432.0,2456.0,303.0,10191.0
Jammu and Kashmir,2025-10-27,5014.0,1454.0,456.0,6924.0
Jammu and Kashmir,2025-10-28,2950.0,2229.0,451.0,5630.0
Jammu and Kashmir,2025-10-29,2825.0,1686.0,453.0,4964.0
Jammu and Kashmir,2025-10-30,5777.0,2392.0,1737.0,9906.0
Jammu and Kashmir,2025-10-31,7058.0,2542.0,570.0,10170.0
Jammu and Kashmir,2025-11-01,4111.0,3237.0,122.0,7470.0
Jammu and Kashmir,2025-11-02,3686.0,783.0,1225.0,5694.0
Jammu and Kashmir,2025-11-03,2990.0,1647.0,400.0,5037.0
Jammu and Kashmir,2025-11-04,6834.0,2033.0,8.0,8875.0
Jammu and Kashmir,2025-11-05,3092.0,1253.0,678.0,5023.0
Jammu and Kashmir,2025-11-06,4151.0,5194.0,470.0,9815.0
Jammu and Kashmir,2025-11-07,6232.0,2061.0,605.0,8898.0
Jammu and Kashmir,2025-11-08,4766.0,2414.0,652.0,7832.0
Jammu and Kashmir,2025-11-09,1901.0,533.0,802.0,3236.0
Jammu and Kashmir,2025-11-10,4272.0,2453.0,810.0,7535.0
Jammu and Kashmir,2025-11-11,3930.0,1975.0,501.0,6406.0
Jammu and Kashmir,2025-11-12,7086.0,3041.0,296.0,10423.0
Jammu and Kashmir,2025-11-13,5621.0,1143.0,315.0,7079.0
Jammu and Kashmir,2025-11-14,7010.0,1415.0,390.0,8815.0
Jammu and Kashmir,2025-11-15,4360.0,2483.0,2312.0,9155.0
Jammu and Kashmir,2025-11-16,3473.0,1226.0,728.0,5427.0
Jammu and Kashmir,2025-11-17,4031.0,1914.0,291.0,6236.0
Jammu and Kashmir,2025-11-18,5675.0,2818.0,686.0,9179.0
Jammu and Kashmir,2025-11-19,3233.0,3472.0,1602.0,8307.0
Jammu and Kashmir,2025-11-25,16976.0,904.0,849.0,18729.0
Jammu and Kashmir,2025-12-15,3741.0,2871.0,1827.0,8439.0
Jammu and Kashmir,2025-12-22,0.0,1611.0,1787.0,3398.0
Jammu and Kashmir,2025-12-23,2.0,5978.0,704.0,6684.0
Jammu and Kashmir,2025-12-25,7312.0,1685.0,500.0,9497.0
Jammu and Kashmir,2025-12-26,7192.0,5338.0,774.0,13304.0
Jammu and Kashmir,2025-12-27,7182.0,5315.0,1027.0,13524.0
Jammu and Kashmir,2025-12-28,1942.0,1951.0,924.0,4817.0
Jammu and Kashmir,2025-12-29,5211.0,1828.0,1584.0,8623.0
Jharkhand,2025-04-01,378962.0,6126.0,3706.0,388794.0
Jharkhand,2025-05-01,232396.0,3546.0,0.0,235942.0
Jharkhand,2025-06-01,198929.0,0.0,3324.0,202253.0
Jharkhand,2025-07-01,256798.0,0.0,11233.0,268031.0
Jharkhand,2025-09-01,12403.0,18215.0,2832.0,33450.0
Jharkhand,2025-09-02,12488.0,14010.0,2521.0,29019.0
Jharkhand,2025-09-03,2482.0,6616.0,1006.0,10104.0
Jharkhand,2025-09-04,4240.0,4808.0,1190.0,10238.0
Jharkhand,2025-09-05,1356.0,5470.0,676.0,7502.0
Jharkhand,2025-09-06,6584.0,6085.0,2374.0,15043.0
Jharkhand,2025-09-07,1131.0,2375.0,645.0,4151.0
Jharkhand,2025-09-08,11412.0,21841.0,2830.0,36083.0
Jharkhand,2025-09-09,12586.0,19249.0,2852.0,34687.0
Jharkhand,2025-09-10,9130.0,19689.0,2620.0,31439.0
Jharkhand,2025-09-11,11169.0,11064.0,2283.0,24516.0
Jharkhand,2025-09-12,11522.0,13095.0,2501.0,27118.0
Jharkhand,2025-09-13,7703.0,10716.0,1914.0,20333.0
Jharkhand,2025-09-14,1055.0,3169.0,623.0,4847.0
Jharkhand,2025-09-15,8941.0,10920.0,1392.0,21253.0
Jharkhand,2025-09-16,12242.0,11371.0,2093.0,25706.0
Jharkhand,2025-09-17,3041.0,6892.0,787.0,10720.0
Jharkhand,2025-09-18,11870.0,17131.0,2143.0,31144.0
Jharkhand,2025-09-19,11603.0,8292.0,1998.0,21893.0
Jharkhand,2025-09-20,10423.0,10471.0,1924.0,22818.0
