region,enrol_mean,enrol_std,active_days,bio_mean,bio_std,demo_mean,demo_std,enrol_cv,bio_cv,demo_cv,high_variance
GUJARAT - BOTAD,40.53623188405797,140.5864376889289,69,184.7246376811594,567.0476399754302,51.47826086956522,38.304357260842266,3.4682,3.0697,0.7441,True
MEGHALAYA - WEST GARO HILLS,222.27142857142857,763.027929312534,70,392.6,1294.6793727641102,106.28571428571429,89.65685677556239,3.4329,3.2977,0.8435,True
MANIPUR - CHURACHANDPUR,63.04347826086956,216.2566853630064,69,232.3768115942029,523.3745734751287,178.15942028985506,200.67816077347257,3.4303,2.2523,1.1264,True
UTTAR PRADESH - KUSHINAGAR *,0.08,0.27404751561786966,50,1.26,4.15913059988969,2.18,2.191728420536576,3.4256,3.3009,1.0054,True
MAHARASHTRA - HINGOLI,110.58571428571429,378.76697332636564,70,1362.9571428571428,3068.884220764199,1027.6,1291.8704830313045,3.4251,2.2516,1.2572,True
MEGHALAYA - EAST KHASI HILLS,397.1142857142857,1359.9387512087953,70,244.0142857142857,629.4229584806434,112.48571428571428,100.19715967757477,3.4246,2.5795,0.8908,True
DELHI - NORTH EAST DELHI,162.54285714285714,556.0798786774966,70,1684.8,4951.568188426539,1589.6285714285714,5163.174908465114,3.4211,2.939,3.248,True
MEGHALAYA - RI BHOI,129.52857142857144,441.7510519800331,70,53.91428571428571,104.62891540051537,55.17142857142857,57.755348940708,3.4105,1.9407,1.0468,True
MEGHALAYA - WEST JAINTIA HILLS,160.76470588235293,544.8889279572119,68,69.32352941176471,163.55632022598454,37.94117647058823,40.71557051273319,3.3894,2.3593,1.0731,True
ASSAM - NORTH CACHAR HILLS,14.5,48.8196177009178,70,47.55714285714286,77.54524358922751,32.02857142857143,33.408309054360046,3.3669,1.6306,1.0431,True
MEGHALAYA - SOUTH WEST KHASI HILLS,48.81159420289855,163.02772006826459,69,37.666666666666664,86.0484929400562,17.014492753623188,16.968389948946406,3.3399,2.2845,0.9973,True
GUJARAT - PATAN,119.05714285714286,396.2303123884977,70,841.0428571428571,2548.2694977021674,221.54285714285714,184.03785729912923,3.3281,3.0299,0.8307,True
TELANGANA - WARANGAL (URBAN),0.11904761904761904,0.39523879490023855,42,0.21428571428571427,0.5196487690792455,2.357142857142857,1.6939120340484262,3.32,2.425,0.7186,True
ODISHA - ANUGAL,0.18181818181818182,0.6030226891555273,11,0.36363636363636365,0.504524979109513,0.7272727272727273,0.7862453931068965,3.3166,1.3874,1.0811,True
TAMIL NADU - KANCHIPURAM,32.09090909090909,105.77093603202587,11,0.6363636363636364,0.674199862463242,0.2727272727272727,0.6466697906828633,3.296,1.0595,2.3711,True
GUJARAT - GIR SOMNATH,77.27142857142857,254.3012547301917,70,398.84285714285716,1165.04304374938,94.21428571428571,99.03694126430625,3.291,2.9211,1.0512,True
ASSAM - DHEMAJI,94.34285714285714,309.6983518702331,70,227.75714285714287,422.57524621818067,173.7,131.83733389558384,3.2827,1.8554,0.759,True
UTTAR PRADESH - PRAYAGRAJ,38.542857142857144,125.55184687047816,70,237.55714285714285,644.7007762445065,192.4857142857143,211.8066347346049,3.2575,2.7139,1.1004,True
MEGHALAYA - SOUTH GARO HILLS,63.74242424242424,207.32629879611062,66,16.106060606060606,43.306467375556224,21.62121212121212,21.07916590928672,3.2526,2.6888,0.9749,True
ARUNACHAL PRADESH - PAKKE KESSANG,0.08888888888888889,0.28779903201415186,45,1.2,1.1984838907401454,1.7777777777777777,1.9527240750119594,3.2377,0.9987,1.0984,True
MADHYA PRADESH - BURHANPUR,131.75714285714287,425.3778690411378,70,894.6142857142858,2751.9816696224357,141.8,376.5224400033643,3.2285,3.0762,2.6553,True
MADHYA PRADESH - BARWANI,295.87142857142857,955.0382482882985,70,1685.357142857143,5357.441494160626,869.5142857142857,2714.87111682164,3.2279,3.1788,3.1223,True
NAGALAND - DIMAPUR,44.2,142.1266632472496,70,262.48571428571427,626.1204621526867,58.8,45.26911478727178,3.2155,2.3854,0.7699,True
UTTAR PRADESH - ETAH,153.32857142857142,487.2175278678897,70,1027.1285714285714,2889.423240785128,487.62857142857143,301.5066596918041,3.1776,2.8131,0.6183,True
ARUNACHAL PRADESH - DIBANG VALLEY,0.11864406779661017,0.3753042794353377,59,6.694915254237288,11.341492690920871,1.8983050847457628,2.3830935795236416,3.1633,1.694,1.2554,True
MAHARASHTRA - HINGOLI *,0.1,0.31622776601683794,10,0.9,0.7378647873726218,0.3,0.674948557710553,3.1623,0.8198,2.2498,True
JAMMU & KASHMIR - BADGAM,0.2,0.6324555320336759,10,0.9,0.5676462121975466,0.4,0.8432740427115678,3.1623,0.6307,2.1082,True
ASSAM - WEST KARBI ANGLONG,26.985507246376812,85.14114453514014,69,38.81159420289855,51.93980547720002,10.405797101449275,9.914811915067677,3.1551,1.3383,0.9528,True
UTTAR PRADESH - KASGANJ,84.14285714285714,264.6933848658074,70,826.2,2011.8072241759091,376.2142857142857,254.54721909595168,3.1458,2.435,0.6766,True
MANIPUR - PHERZAWL,0.14285714285714285,0.44839513942303283,28,0.03571428571428571,0.1889822365046136,4.892857142857143,5.2798659194134965,3.1388,5.2915,1.0791,True
UTTAR PRADESH - AYODHYA,22.771428571428572,71.38630799350882,70,87.1,209.95010794492808,103.2,61.64686717006841,3.1349,2.4104,0.5974,True
ASSAM - DIBRUGARH,98.31428571428572,307.7236923076503,70,305.0,856.7841457822199,229.22857142857143,172.68746767117534,3.13,2.8091,0.7533,True
MAHARASHTRA - RAIGAD,45.44285714285714,141.8574131756175,70,158.55714285714285,364.3835626717286,432.51428571428573,904.5146787867991,3.1217,2.2981,2.0913,True
ASSAM - CACHAR,236.84285714285716,736.1892407096467,70,777.0571428571428,1850.006180057944,515.3714285714286,354.17972885423995,3.1083,2.3808,0.6872,True
ORISSA - SUBARNAPUR,0.1935483870967742,0.6010743070375286,31,0.8387096774193549,1.1574907974738111,1.3548387096774193,1.473055488811701,3.1056,1.3801,1.0873,True
DAMAN & DIU - DAMAN,0.0967741935483871,0.2980635546352455,62,15.5,37.90486365263156,4.32258064516129,4.789928619709727,3.08,2.4455,1.1081,True
WEST BANGAL - HOWRAH,0.14814814814814814,0.45604518194714866,27,0.5925925925925926,0.693888666488711,1.4444444444444444,1.6251232694862383,3.0783,1.1709,1.1251,True
MIZORAM - HNAHTHIAL,0.1,0.3077935056255462,20,0.5,0.512989176042577,1.5,1.7621756887140216,3.0779,1.026,1.1748,True
NAGALAND - KIPHIRE,12.088235294117647,37.126140484665164,68,51.970588235294116,139.1350649053501,13.455882352941176,11.44674081689789,3.0713,2.6772,0.8507,True
ASSAM - GOLAGHAT,161.71428571428572,496.64667237812534,70,226.64285714285714,419.1655975108715,204.02857142857144,147.78234793184347,3.0711,1.8495,0.7243,True
MIZORAM - SAIHA,9.264705882352942,28.446135349641327,68,42.80882352941177,183.53496208908817,12.852941176470589,12.40157032170722,3.0704,4.2873,0.9649,True
UTTAR PRADESH - HARDOI,337.3857142857143,1033.1121449972345,70,2289.9714285714285,5458.241145732656,1078.7142857142858,633.2457714342335,3.0621,2.3835,0.587,True
MIZORAM - CHAMPHAI,16.544117647058822,50.52779162080513,68,115.3529411764706,474.65392780977834,57.69117647058823,207.2019893692993,3.0541,4.1148,3.5916,True
JHARKHAND - PAKUR,95.04285714285714,290.179876034653,70,398.6,1256.575244435261,251.0857142857143,195.38863115407972,3.0531,3.1525,0.7782,True
UTTAR PRADESH - SHAHJAHANPUR,331.48571428571427,1009.9559861676441,70,1668.9285714285713,3932.8812513032995,1428.3285714285714,2762.10344505792,3.0468,2.3565,1.9338,True
WEST BANGAL - HOOGHLY,0.1,0.3038218101251,40,0.625,0.8678739126192975,1.75,1.6602440351979153,3.0382,1.3886,0.9487,True
NAGALAND - NOKLAK,5.328125,15.986159378245503,64,9.765625,24.987452208201276,5.234375,4.793322695199799,3.0003,2.5587,0.9157,True
ASSAM - KARBI ANGLONG,111.6,333.03924998261925,70,437.2,727.7515621638229,286.98571428571427,301.30404947119985,2.9842,1.6646,1.0499,True
ASSAM - HOJAI,95.32857142857142,281.04848833436387,70,327.8,656.8843588254825,238.78571428571428,402.02847591325485,2.9482,2.0039,1.6836,True
ASSAM - TINSUKIA,110.18571428571428,323.8091356257569,70,207.52857142857144,513.3934198250583,285.42857142857144,202.30229722298688,2.9388,2.4738,0.7088,True
MIZORAM - SAITUAL,0.2857142857142857,0.8347838711296821,42,0.9285714285714286,3.859690731594178,1.7380952380952381,1.48257396162353,2.9217,4.1566,0.853,True
CHHATTISGARH - BALRAMPUR,80.17142857142858,233.75845153618778,70,610.1,1416.1671905513847,664.5857142857143,2517.1305407573223,2.9157,2.3212,3.7875,True
ARUNACHAL PRADESH - LEPARADA,0.1111111111111111,0.32025630761017426,27,1.2222222222222223,1.967687696712787,0.7037037037037037,0.8234456132997965,2.8823,1.6099,1.1702,True
DELHI - WEST DELHI,260.9,746.1201121395471,70,1961.5285714285715,6088.140883078784,2311.1285714285714,7750.091658965091,2.8598,3.1038,3.3534,True
ORISSA - GAJAPATI,0.14285714285714285,0.4082482904638631,49,1.163265306122449,1.0477543202708632,0.8571428571428571,1.2583057392117918,2.8577,0.9007,1.468,True
UTTAR PRADESH - RAMPUR,272.4714285714286,778.0360954599145,70,1381.7142857142858,3383.60742293585,1538.942857142857,4278.532736055547,2.8555,2.4488,2.7802,True
MADHYA PRADESH - KHARGONE,198.54285714285714,565.6859292932909,70,1974.057142857143,6150.6758574919,316.9428571428571,464.0999044656783,2.8492,3.1158,1.4643,True
UTTAR PRADESH - BAGPAT,0.125,0.3535533905932738,8,0.5,0.7559289460184544,0.625,0.7440238091428449,2.8284,1.5119,1.1904,True
UTTAR PRADESH - RAEBARELI,0.2,0.560611910581388,15,0.4,0.50709255283711,0.8,0.8618916073713346,2.8031,1.2677,1.0774,True
ORISSA - NABARANGAPUR,0.2,0.560611910581388,15,0.5333333333333333,0.5163977794943222,0.5333333333333333,0.7432233529572065,2.8031,0.9682,1.3935,True
MAHARASHTRA - MUMBAI SUBURBAN,242.54285714285714,675.9875370970675,70,1952.8857142857144,4279.746550611861,1665.2714285714285,3262.029824730717,2.7871,2.1915,1.9589,True
ASSAM - GOALPARA,133.9857142857143,372.6620839023845,70,319.64285714285717,584.7506352138687,356.4,782.677833661046,2.7814,1.8294,2.1961,True
MIZORAM - KOLASIB,3.716417910447761,10.318864704627229,67,83.25373134328358,321.8185703478198,40.134328358208954,132.06436625377705,2.7766,3.8655,3.2906,True
DAMAN & DIU - DIU,0.16393442622950818,0.4538842682465968,61,9.62295081967213,30.500362803539577,3.1311475409836067,3.8491358763410157,2.7687,3.1695,1.2293,True
SIKKIM - MANGAN,0.12,0.33166247903553997,25,0.0,0.0,1.84,1.106044001535804,2.7639,,0.6011,True
ARUNACHAL PRADESH - WEST KAMENG,3.6231884057971016,9.983959855210351,69,69.15942028985508,175.61075131132938,19.27536231884058,14.79157556135866,2.7556,2.5392,0.7674,True
ASSAM - BARPETA,193.28571428571428,529.3944898465766,70,1100.1857142857143,2061.2552338134633,510.45714285714286,712.6780008666287,2.7389,1.8736,1.3962,True
UTTAR PRADESH - FIROZABAD,162.31428571428572,443.6709037196979,70,1306.4,3397.1018910199045,1346.9714285714285,3609.3984844377746,2.7334,2.6004,2.6796,True
JAMMU & KASHMIR - SRINAGAR,0.125,0.3415650255319866,16,0.75,0.7745966692414834,0.5,0.894427190999916,2.7325,1.0328,1.7889,True
BIHAR - SITAMARHI,560.7142857142857,1524.986919809499,70,1916.3857142857144,5266.104636016467,1391.7571428571428,1327.0944991713473,2.7197,2.7479,0.9535,True
CHHATTISGARH - RAIGARH,66.3,179.25630181148568,70,2083.3714285714286,4248.311805102675,605.9,621.5292069343675,2.7037,2.0392,1.0258,True
MIZORAM - LAWNGTLAI,22.571428571428573,60.96603269737293,70,118.97142857142858,384.2316998528917,46.714285714285715,148.77968760934598,2.701,3.2296,3.1849,True
MADHYA PRADESH - BHIND,187.22857142857143,505.04693917104925,70,970.2142857142857,2748.6468549317674,479.14285714285717,900.5146883498056,2.6975,2.833,1.8794,True
MIZORAM - LUNGLEI,10.014492753623188,26.968114480548614,69,133.91304347826087,511.2562595368405,30.492753623188406,26.18745949788012,2.6929,3.8178,0.8588,True
UTTAR PRADESH - BAHRAICH,529.7428571428571,1424.0725401418008,70,1911.6142857142856,4427.679698864294,977.4142857142857,647.0402288605981,2.6882,2.3162,0.662,True
MAHARASHTRA - NANDURBAR,137.1,366.80054802165387,70,2452.3142857142857,6064.6631136775995,453.3,595.5649942020102,2.6754,2.473,1.3138,True
ASSAM - KAMRUP,187.61428571428573,500.7929738839308,70,506.5857142857143,1286.6883736194454,404.3,390.86875924857657,2.6693,2.5399,0.9668,True
DELHI - CENTRAL DELHI,53.042857142857144,141.00554369966193,70,631.0,1867.7302197889937,429.98571428571427,1642.7742132548194,2.6583,2.96,3.8205,True
CHANDIGARH - RUPNAGAR,0.13043478260869565,0.34435022157509093,23,0.4782608695652174,0.5931093121225481,0.7391304347826086,0.7518094115561123,2.64,1.2401,1.0172,True
KARNATAKA - BENGALURU,417.37142857142857,1091.8452559497423,70,3374.7,9256.779004944257,2900.8,6199.712248114444,2.616,2.743,2.1372,True
ASSAM - BAKSA,49.34285714285714,129.00880609357424,70,200.2,466.4535206818806,115.62857142857143,74.46780676444298,2.6145,2.3299,0.644,True
PUDUCHERRY - YANAM,0.13043478260869565,0.34050261230349954,46,1.9130434782608696,1.6576568061443,1.065217391304348,1.436077588634998,2.6105,0.8665,1.3482,True
UTTAR PRADESH - VARANASI,309.51428571428573,806.7830508242647,70,2080.2714285714287,5103.907442942943,1085.9714285714285,608.2903571421565,2.6066,2.4535,0.5601,True
MADHYA PRADESH - MORENA,299.15714285714284,776.7606953539749,70,1633.5714285714287,5018.248590406206,958.2714285714286,2598.8807341211977,2.5965,3.0719,2.7121,True
JAMMU & KASHMIR - LEH (LADAKH),0.23076923076923078,0.5991446895152781,13,0.7692307692307693,1.0127393670836666,0.5384615384615384,0.7762500258061847,2.5963,1.3166,1.4416,True
ARUNACHAL PRADESH - SHI-YOMI,0.5573770491803278,1.4320683196451025,61,7.262295081967213,11.433724443277825,3.1311475409836067,3.6944797100361577,2.5693,1.5744,1.1799,True
UTTAR PRADESH - HAPUR,96.08571428571429,245.7722961037128,70,636.4285714285714,1421.1575050796816,398.2142857142857,1046.0991430950821,2.5578,2.233,2.627,True
BIHAR - LAKHISARAI,82.75714285714285,209.93735682059992,70,527.0428571428571,1385.7586886121921,420.9714285714286,313.5713390587364,2.5368,2.6293,0.7449,True
NAGALAND - MELURI,0.2830188679245283,0.7172961648431516,53,11.415094339622641,14.206490881424793,1.320754716981132,2.0074245354688482,2.5344,1.2445,1.5199,True
UTTAR PRADESH - ALIGARH,345.8142857142857,876.2815921714138,70,2277.557142857143,5867.508291826979,1552.2571428571428,2764.8388882260006,2.534,2.5762,1.7812,True
ANDHRA PRADESH - MAHABUBNAGAR,0.13725490196078433,0.3475403771153652,51,2.0,2.227105745132009,1.0196078431372548,1.1223225218880954,2.5321,1.1136,1.1007,True
GUJARAT - RAJKOT,228.0142857142857,576.6702896641776,70,1929.1285714285714,5802.2180839205585,1320.4571428571428,3149.4001714875217,2.5291,3.0077,2.3851,True
GUJARAT - PORBANDAR,33.74285714285714,85.33475186450359,70,355.6,1136.1661110436532,106.97142857142858,82.2341956849983,2.529,3.1951,0.7687,True
ASSAM - JORHAT,67.11428571428571,169.71498211790112,70,190.72857142857143,338.7380639719087,152.45714285714286,103.2301053878426,2.5287,1.776,0.6771,True
HARYANA - PANIPAT,81.6,203.41828113876414,70,891.8714285714286,2354.347929180309,832.4285714285714,2812.818018459237,2.4929,2.6398,3.3791,True
UTTAR PRADESH - SITAPUR,417.25714285714287,1038.2561981126119,70,2942.8,7827.684357088175,1172.6857142857143,672.0776685373379,2.4883,2.6599,0.5731,True
MIZORAM - KHAWZAWL,1.2592592592592593,3.13286048441593,27,0.25925925925925924,0.4465760847047225,1.037037037037037,1.1923306679157513,2.4879,1.7225,1.1497,True
GUJARAT - ARVALLI,30.02857142857143,74.44577278050195,70,340.0571428571429,1040.2117104149868,55.84285714285714,41.65511806829557,2.4792,3.0589,0.7459,True
TELANGANA - HYDERABAD,349.25714285714287,859.8189847534437,70,2534.542857142857,5631.320932087393,2184.1714285714284,4548.283447413149,2.4619,2.2218,2.0824,True
HARYANA - FARIDABAD,220.2,539.5204150547684,70,1332.0,3396.6722632258934,1704.4142857142858,4585.4508051825715,2.4501,2.5501,2.6903,True
JAMMU & KASHMIR - PUNCH,0.16666666666666666,0.408248290463863,6,0.3333333333333333,0.5163977794943222,0.8333333333333334,0.983192080250175,2.4495,1.5492,1.1798,True
GUJARAT - DAHOD,139.18571428571428,340.5488023022285,70,1314.2142857142858,3847.379936230109,227.0142857142857,158.03443881297417,2.4467,2.9275,0.6961,True
MADHYA PRADESH - SHEOPUR,94.55072463768116,230.60907437325776,69,660.1594202898551,2099.4716956134494,378.7971014492754,1084.7075043492023,2.439,3.1802,2.8636,True
RAJASTHAN - CHITTORGARH,76.68571428571428,185.94003574918966,70,716.9857142857143,1736.9479270381814,341.1142857142857,251.42484069319465,2.4247,2.4226,0.7371,True
CHHATTISGARH - SUKMA,27.7,67.14970296803739,70,320.54285714285714,816.8525257727271,107.98571428571428,88.76258724490818,2.4242,2.5483,0.822,True
UTTAR PRADESH - PILIBHIT,183.92857142857142,444.23627090686085,70,1512.8,3784.3843662984427,1194.3714285714286,2651.3565309562396,2.4153,2.5016,2.2199,True
ASSAM - MARIGAON,136.14285714285714,328.28121939308556,70,386.7,895.9396387212056,346.5571428571429,258.30835610234936,2.4113,2.3169,0.7454,True
RAJASTHAN - SIROHI,138.92857142857142,332.9612991145885,70,799.2428571428571,1730.3670669954522,303.35714285714283,608.9509162703519,2.3966,2.165,2.0074,True
BIHAR - WEST CHAMPARAN,403.4142857142857,962.1196631239651,70,1753.9285714285713,4776.71621884781,2073.1285714285714,1439.9326264575927,2.3849,2.7234,0.6946,True
GUJARAT - BANASKANTHA,221.88571428571427,528.5530574838908,70,1638.2714285714285,4689.535507178179,631.2428571428571,978.1792674638256,2.3821,2.8625,1.5496,True
ASSAM - UDALGURI,61.214285714285715,145.76732430980172,70,232.31428571428572,509.8717242162771,142.07142857142858,94.54303849763022,2.3813,2.1947,0.6655,True
JAMMU & KASHMIR - KATHUA,0.15384615384615385,0.36551776819519566,39,0.8974358974358975,0.8520832611550475,0.9230769230769231,1.0854204953942332,2.3759,0.9495,1.1759,True
MADHYA PRADESH - SEHORE,84.7,201.2122932539703,70,1359.4142857142858,4236.359906884982,267.64285714285717,611.3832981584308,2.3756,3.1163,2.2843,True
PUNJAB - LUDHIANA,235.05714285714285,557.6176261357112,70,2088.5285714285715,5785.883439919203,1111.2,1614.1854642647104,2.3723,2.7703,1.4527,True
KARNATAKA - BIJAPUR(KAR),0.2727272727272727,0.6466697906828632,11,1.0,0.4472135954999579,0.09090909090909091,0.30151134457776363,2.3711,0.4472,3.3166,True
UTTAR PRADESH - MAHARAJGANJ,232.95714285714286,552.0828922143634,70,1140.6,2744.7438960807362,740.1142857142858,444.4833034427023,2.3699,2.4064,0.6006,True
GUJARAT - DEVBHUMI DWARKA,33.18840579710145,78.41992456946107,69,278.3623188405797,843.839212643347,50.04347826086956,35.19376397911856,2.3629,3.0314,0.7033,True
